,subject_1,subject_2,subject_3,gender
3902,90,38,68,1
3903,32,26,35,0
3904,64,35,18,0
3905,89,80,59,1
3906,19,14,49,0
3907,69,88,54,1
3908,26,73,20,1
3909,99,55,80,1
3910,27,86,94,1
3911,85,22,20,0
3912,4,89,91,1
3913,87,47,78,1
3914,87,44,21,1
3915,89,59,43,1
3916,7,98,3,0
3917,6,79,42,1
3918,88,88,63,1
3919,61,22,24,0
3920,58,19,62,1
3921,67,4,67,1
3922,44,99,89,1
3923,35,26,2,0
3924,78,72,86,1
3925,60,13,97,1
3926,98,37,74,1
3927,11,48,7,0
3928,59,59,22,1
3929,96,22,23,0
3930,65,43,73,1
3931,2,19,50,0
3932,58,95,44,1
3933,19,36,30,0
3934,91,66,47,1
3935,46,36,88,1
3936,19,43,33,0
3937,43,64,86,1
3938,68,27,68,1
3939,41,80,61,1
3940,78,9,34,0
3941,31,67,16,0
3942,51,2,31,0
3943,38,95,29,1
3944,57,64,37,1
3945,47,32,54,1
3946,27,41,4,0
3947,51,3,31,0
3948,32,25,77,1
3949,78,56,27,1
3950,23,35,67,1
3951,26,73,65,1
3952,31,34,35,0
3953,60,27,87,1
3954,19,70,78,1
3955,55,24,62,1
3956,48,73,40,1
3957,38,7,19,0
3958,83,93,64,1
3959,47,65,3,0
3960,9,99,78,1
3961,63,4,90,1
3962,63,97,9,1
3963,68,73,54,1
3964,88,61,25,1
3965,46,27,5,0
3966,29,40,29,0
3967,55,59,4,0
3968,86,71,70,1
3969,41,64,77,1
3970,71,29,96,1
3971,69,7,79,1
3972,99,55,65,1
3973,83,64,33,1
3974,30,38,98,1
3975,73,89,40,1
3976,29,27,5,0
3977,95,23,95,1
3978,70,93,24,1
3979,54,71,94,1
3980,6,19,1,0
3981,55,31,97,1
3982,49,62,58,1
3983,51,86,69,1
3984,91,32,35,1
3985,95,90,63,1
3986,68,56,69,1
3987,2,18,40,0
3988,24,43,42,1
3989,41,58,50,1
3990,33,75,79,1
3991,41,82,14,1
3992,27,81,85,1
3993,93,95,51,1
3994,72,3,98,1
3995,37,94,25,1
3996,19,33,51,1
3997,61,48,93,1
3998,38,53,97,1
3999,72,82,5,1
4000,2,35,44,0
4001,46,42,95,1
4002,87,45,65,1
4003,88,70,52,1
4004,29,85,22,1
4005,76,18,78,1
4006,78,7,98,1
4007,77,98,29,1
4008,82,91,70,1
4009,78,21,46,1
4010,81,53,23,1
4011,54,52,44,1
4012,13,16,88,1
4013,22,75,5,0
4014,89,35,62,1
4015,72,28,97,1
4016,79,7,92,1
4017,10,53,12,0
4018,20,2,66,1
4019,29,33,73,1
4020,31,59,69,1
4021,22,55,99,1
4022,38,83,62,1
4023,42,84,64,1
4024,7,2,86,1
4025,89,16,70,1
4026,32,48,70,1
4027,94,21,15,0
4028,80,58,26,1
4029,20,21,69,1
4030,71,46,63,1
4031,73,91,99,1
4032,31,67,13,0
4033,80,80,27,1
4034,44,6,45,0
4035,51,89,58,1
4036,89,62,48,1
4037,6,25,50,0
4038,64,2,80,1
4039,16,60,14,0
4040,7,37,51,1
4041,78,28,15,0
4042,4,5,63,0
4043,88,31,15,0
4044,43,53,36,1
4045,60,42,42,1
4046,46,16,68,1
4047,49,77,71,1
4048,74,96,79,1
4049,30,69,7,0
4050,23,13,81,1
4051,12,85,1,0
4052,27,97,66,1
4053,96,99,21,1
4054,21,29,50,1
4055,94,20,58,1
4056,54,6,27,0
4057,96,90,34,1
4058,61,3,86,1
4059,29,35,19,0
4060,7,89,37,1
4061,59,44,62,1
4062,86,57,40,1
4063,54,20,60,1
4064,58,64,83,1
4065,30,34,30,0
4066,30,32,19,0
4067,14,16,1,0
4068,4,68,99,1
4069,64,65,75,1
4070,8,78,81,1
4071,49,36,96,1
4072,73,84,89,1
4073,31,60,63,1
4074,63,6,33,0
4075,35,12,40,0
4076,61,16,79,1
4077,65,84,16,1
4078,8,50,32,0
4079,77,20,44,1
4080,14,76,59,1
4081,2,73,61,1
4082,79,13,73,1
4083,42,12,77,1
4084,34,62,32,1
4085,96,43,65,1
4086,18,77,62,1
4087,75,63,39,1
4088,76,67,39,1
4089,50,82,87,1
4090,42,9,22,0
4091,1,49,31,0
4092,38,59,65,1
4093,79,57,31,1
4094,56,34,1,0
4095,35,87,94,1
4096,50,52,37,1
4097,11,41,99,1
4098,53,92,20,1
4099,61,67,52,1
4100,53,51,22,1
4101,27,13,89,1
4102,21,31,53,1
4103,9,69,21,0
4104,12,52,14,0
4105,78,77,81,1
4106,62,35,85,1
4107,93,53,16,1
4108,54,91,85,1
4109,94,11,99,1
4110,84,77,89,1
4111,57,2,8,0
4112,36,74,68,1
4113,97,96,96,1
4114,1,81,76,1
4115,97,33,26,1
4116,91,14,25,0
4117,89,58,84,1
4118,7,88,26,1
4119,26,21,26,0
4120,37,88,30,1
4121,78,24,42,1
4122,32,32,15,0
4123,57,44,28,1
4124,31,70,85,1
4125,6,21,99,1
4126,98,70,37,1
4127,73,77,23,1
4128,52,28,97,1
4129,11,51,11,0
4130,55,16,55,1
4131,89,76,48,1
4132,3,21,83,1
4133,84,77,41,1
4134,97,1,80,1
4135,74,64,43,1
4136,9,95,55,1
4137,94,91,85,1
4138,8,76,37,1
4139,16,42,28,0
4140,92,63,76,1
4141,83,69,1,1
4142,74,80,71,1
4143,10,74,47,1
4144,26,80,11,0
4145,40,90,34,1
4146,99,45,79,1
4147,49,52,28,1
4148,96,92,63,1
4149,46,31,53,1
4150,85,8,36,0
4151,67,80,33,1
4152,20,87,42,1
4153,72,6,41,0
4154,58,19,61,1
4155,3,87,5,0
4156,96,36,96,1
4157,53,58,97,1
4158,6,56,22,0
4159,67,97,55,1
4160,65,76,62,1
4161,87,24,9,0
4162,30,31,5,0
4163,51,19,11,0
4164,23,41,77,1
4165,95,51,38,1
4166,8,38,49,1
4167,68,40,18,0
4168,1,11,61,0
4169,5,80,71,1
4170,19,81,84,1
4171,73,88,68,1
4172,27,56,75,1
4173,11,44,76,1
4174,4,6,5,0
4175,35,35,87,1
4176,53,35,79,1
4177,64,78,91,1
4178,34,20,13,0
4179,19,6,32,0
4180,20,24,13,0
4181,56,92,51,1
4182,3,7,3,0
4183,17,62,14,0
4184,70,25,22,0
4185,31,87,54,1
4186,3,60,31,0
4187,93,28,9,0
4188,32,55,42,1
4189,80,47,67,1
4190,73,45,99,1
4191,17,33,1,0
4192,40,72,10,0
4193,45,38,51,1
4194,6,5,51,0
4195,72,89,76,1
4196,32,92,28,1
4197,7,91,52,1
4198,29,31,51,1
4199,70,74,58,1
4200,45,99,19,1
4201,68,31,58,1
4202,57,41,75,1
4203,65,24,83,1
4204,59,11,26,0
4205,40,37,14,0
4206,82,96,7,1
4207,3,59,50,1
4208,41,40,7,0
4209,50,30,16,0
4210,58,92,22,1
4211,73,3,43,0
4212,16,73,96,1
4213,91,47,6,0
4214,21,31,88,1
4215,99,78,46,1
4216,79,34,9,0
4217,92,75,79,1
4218,88,72,34,1
4219,46,14,47,0
4220,64,38,55,1
4221,98,85,11,1
4222,27,17,23,0
4223,20,52,24,0
4224,57,55,71,1
4225,97,93,78,1
4226,44,83,49,1
4227,68,67,69,1
4228,11,11,42,0
4229,44,84,9,1
4230,42,21,87,1
4231,6,88,74,1
4232,28,27,19,0
4233,82,34,57,1
4234,5,84,24,1
4235,65,89,99,1
4236,27,80,71,1
4237,14,52,2,0
4238,34,75,68,1
4239,42,46,97,1
4240,42,70,21,1
4241,2,3,73,1
4242,8,83,46,1
4243,76,79,43,1
4244,36,20,52,1
4245,8,54,64,1
4246,43,93,84,1
4247,31,1,56,0
4248,58,87,92,1
4249,97,55,44,1
4250,93,75,97,1
4251,86,29,69,1
4252,19,53,9,0
4253,93,42,12,0
4254,63,26,87,1
4255,47,46,87,1
4256,69,20,93,1
4257,96,54,10,1
4258,65,33,29,0
4259,22,49,10,0
4260,71,19,83,1
4261,43,88,49,1
4262,42,50,15,0
4263,94,87,69,1
4264,30,74,92,1
4265,65,3,52,1
4266,17,63,86,1
4267,35,35,66,1
4268,87,61,24,1
4269,27,24,81,1
4270,64,34,19,0
4271,93,80,54,1
4272,93,2,1,0
4273,23,98,26,1
4274,30,65,36,1
4275,90,17,56,1
4276,33,99,17,1
4277,69,8,94,1
4278,38,85,60,1
4279,36,90,39,1
4280,84,60,89,1
4281,63,18,40,0
4282,56,11,89,1
4283,14,38,45,1
4284,81,91,19,1
4285,18,77,79,1
4286,4,15,9,0
4287,8,79,83,1
4288,59,92,2,1
4289,53,90,30,1
4290,62,33,17,0
4291,70,14,45,1
4292,42,54,17,0
4293,29,39,19,0
4294,44,20,65,1
4295,37,96,46,1
4296,80,44,45,1
4297,46,83,14,1
4298,83,8,12,0
4299,28,26,52,1
4300,52,34,85,1
4301,90,90,39,1
4302,61,28,48,1
4303,49,36,79,1
4304,69,28,31,0
4305,14,87,20,1
4306,7,51,48,1
4307,50,40,29,0
4308,87,68,11,1
4309,39,91,3,1
4310,83,70,65,1
4311,27,50,10,0
4312,65,3,55,1
4313,62,79,20,1
4314,99,29,50,1
4315,12,40,66,1
4316,47,99,26,1
4317,98,48,65,1
4318,31,58,30,1
4319,77,62,23,1
4320,14,27,8,0
4321,9,83,94,1
4322,77,93,54,1
4323,49,45,67,1
4324,92,3,14,0
4325,74,92,24,1
4326,53,61,99,1
4327,23,11,94,1
4328,24,47,67,1
4329,99,14,37,1
4330,87,92,71,1
4331,8,85,82,1
4332,90,48,31,1
4333,47,86,88,1
4334,65,52,88,1
4335,9,18,42,0
4336,6,41,76,1
4337,99,31,18,0
4338,98,28,31,1
4339,16,82,13,0
4340,23,31,82,1
4341,6,69,80,1
4342,78,32,46,1
4343,77,75,17,1
4344,3,70,65,1
4345,3,77,51,1
4346,57,45,55,1
4347,26,75,72,1
4348,40,91,81,1
4349,3,78,20,0
4350,81,79,79,1
4351,80,90,44,1
4352,78,86,17,1
4353,35,9,32,0
4354,91,80,99,1
4355,17,81,41,1
4356,94,12,72,1
4357,27,86,80,1
4358,73,38,55,1
4359,38,76,86,1
4360,69,52,60,1
4361,40,77,12,1
4362,99,44,60,1
4363,65,97,6,1
4364,66,82,13,1
4365,53,76,27,1
4366,31,3,45,0
4367,4,78,50,1
4368,35,77,9,0
4369,4,33,35,0
4370,12,48,97,1
4371,35,79,87,1
4372,78,91,42,1
4373,89,33,69,1
4374,70,27,79,1
4375,72,41,71,1
4376,36,63,81,1
4377,63,88,25,1
4378,47,70,38,1
4379,12,83,27,1
4380,72,34,22,0
4381,59,72,92,1
4382,2,93,73,1
4383,19,43,14,0
4384,63,56,41,1
4385,47,56,40,1
4386,63,25,46,1
4387,80,89,25,1
4388,37,50,11,0
4389,67,14,9,0
4390,81,56,89,1
4391,3,79,41,1
4392,10,38,40,0
4393,88,8,11,0
4394,51,3,92,1
4395,8,43,4,0
4396,82,62,52,1
4397,4,98,36,1
4398,21,51,35,1
4399,17,47,10,0
4400,49,61,5,0
4401,15,12,55,0
4402,63,54,54,1
4403,77,59,81,1
4404,75,28,59,1
4405,9,36,88,1
4406,90,42,40,1
4407,49,66,61,1
4408,95,46,32,1
4409,13,43,29,0
4410,22,58,1,0
4411,44,53,7,0
4412,89,53,60,1
4413,17,43,65,1
4414,92,6,93,1
4415,30,91,96,1
4416,5,33,84,1
4417,34,98,37,1
4418,47,46,91,1
4419,68,15,79,1
4420,3,50,46,1
4421,9,37,68,1
4422,83,96,92,1
4423,28,18,92,1
4424,97,31,2,0
4425,39,56,20,0
4426,89,84,61,1
4427,63,90,68,1
4428,22,55,75,1
4429,34,68,46,1
4430,51,25,56,1
4431,93,73,54,1
4432,86,97,60,1
4433,71,27,24,0
4434,89,35,75,1
4435,1,83,76,1
4436,9,72,61,1
4437,89,69,43,1
4438,66,48,92,1
4439,49,46,69,1
4440,92,42,66,1
4441,70,86,19,1
4442,99,80,6,1
4443,30,93,19,1
4444,51,88,27,1
4445,82,1,89,1
4446,36,9,5,0
4447,78,30,36,1
4448,21,50,31,0
4449,65,2,96,1
4450,24,79,3,0
4451,27,92,8,1
4452,18,3,37,0
4453,56,84,21,1
4454,18,43,85,1
4455,35,96,50,1
4456,73,33,63,1
4457,18,64,95,1
4458,23,70,99,1
4459,79,43,71,1
4460,44,77,95,1
4461,34,22,58,1
4462,75,17,16,0
4463,46,70,35,1
4464,42,65,73,1
4465,18,71,59,1
4466,92,77,22,1
4467,68,93,68,1
4468,31,39,12,0
4469,91,27,71,1
4470,55,89,87,1
4471,83,54,92,1
4472,95,78,93,1
4473,46,38,88,1
4474,6,60,37,1
4475,79,92,37,1
4476,75,82,10,1
4477,2,32,46,0
4478,12,88,95,1
4479,91,12,15,0
4480,45,65,90,1
4481,45,24,86,1
4482,2,58,48,1
4483,79,21,72,1
4484,77,61,85,1
4485,29,3,17,0
4486,54,15,22,0
4487,57,47,37,1
4488,17,40,68,1
4489,24,89,67,1
4490,20,53,10,0
4491,51,65,52,1
4492,49,10,71,1
4493,24,26,98,1
4494,22,13,93,1
4495,89,99,31,1
4496,86,88,47,1
4497,22,2,34,0
4498,8,39,72,1
4499,93,29,74,1
4500,87,75,76,1
4501,23,49,75,1
4502,51,83,23,1
4503,89,33,19,0
4504,61,61,42,1
4505,85,16,93,1
4506,50,88,93,1
4507,55,76,73,1
4508,91,27,21,0
4509,19,92,52,1
4510,77,24,39,1
4511,8,65,68,1
4512,17,26,80,1
4513,34,32,97,1
4514,89,18,36,1
4515,14,32,65,1
4516,95,94,73,1
4517,87,65,16,1
4518,54,46,50,1
4519,92,67,75,1
4520,33,15,66,1
4521,79,87,22,1
4522,2,61,81,1
4523,16,56,82,1
4524,80,32,84,1
4525,23,27,6,0
4526,19,51,10,0
4527,10,89,55,1
4528,53,71,98,1
4529,58,87,94,1
4530,79,58,9,1
4531,87,85,87,1
4532,79,58,35,1
4533,35,97,51,1
4534,93,52,94,1
4535,94,83,66,1
4536,4,14,68,1
4537,63,26,75,1
4538,81,42,32,1
4539,3,84,49,1
4540,37,47,17,0
4541,21,53,6,0
4542,75,17,5,0
4543,59,59,87,1
4544,43,94,63,1
4545,27,31,52,1
4546,28,88,72,1
4547,86,24,55,1
4548,15,96,24,1
4549,95,1,32,0
4550,43,37,83,1
4551,24,12,25,0
4552,99,45,99,1
4553,31,36,30,0
4554,87,70,32,1
4555,11,3,32,0
4556,41,44,19,0
4557,7,70,18,0
4558,24,38,1,0
4559,21,30,68,1
4560,79,56,67,1
4561,29,64,3,0
4562,10,42,16,0
4563,80,17,17,0
4564,57,8,19,0
4565,35,43,48,1
4566,88,7,8,0
4567,75,56,22,1
4568,34,54,14,0
4569,9,85,76,1
4570,33,48,10,0
4571,60,99,59,1
4572,88,5,8,0
4573,85,75,6,1
4574,30,85,15,1
4575,32,32,2,0
4576,58,46,75,1
4577,65,8,70,1
4578,73,36,17,0
4579,61,68,10,1
4580,45,44,7,0
4581,61,20,94,1
4582,20,38,60,1
4583,17,76,4,0
4584,53,97,31,1
4585,13,55,14,0
4586,63,77,95,1
4587,48,16,34,0
4588,20,23,46,0
4589,15,95,45,1
4590,89,81,50,1
4591,41,38,79,1
4592,75,70,16,1
4593,77,54,80,1
4594,13,95,90,1
4595,3,6,6,0
4596,89,95,27,1
4597,4,22,63,1
4598,60,76,84,1
4599,42,88,15,1
4600,11,42,36,0
4601,68,38,79,1
4602,53,48,79,1
4603,19,9,17,0
4604,75,18,60,1
4605,4,59,60,1
4606,59,17,80,1
4607,29,68,79,1
4608,56,52,77,1
4609,95,12,88,1
4610,3,5,14,0
4611,91,20,58,1
4612,33,21,55,1
4613,68,50,66,1
4614,41,59,71,1
4615,84,41,27,1
4616,54,14,13,0
4617,48,54,46,1
4618,57,13,64,1
4619,54,60,92,1
4620,20,13,80,1
4621,32,49,24,0
4622,83,66,60,1
4623,52,66,45,1
4624,55,18,65,1
4625,81,67,99,1
4626,46,91,13,1
4627,20,82,53,1
4628,96,56,46,1
4629,44,61,92,1
4630,75,6,33,0
4631,78,60,7,0
4632,83,20,49,1
4633,68,12,75,1
4634,66,4,63,1
4635,44,77,32,1
4636,72,4,45,0
4637,58,27,75,1
4638,4,12,1,0
4639,92,98,23,1
4640,10,2,72,1
4641,64,39,61,1
4642,55,5,96,1
4643,59,92,77,1
4644,86,61,83,1
4645,76,70,30,1
4646,26,95,33,1
4647,70,74,32,1
4648,70,77,47,1
4649,20,54,34,1
4650,6,31,12,0
4651,25,3,38,0
4652,52,5,74,1
4653,65,66,72,1
4654,77,6,82,1
4655,59,11,32,0
4656,1,23,63,1
4657,37,52,28,1
4658,55,92,10,1
4659,78,82,68,1
4660,3,59,40,1
4661,48,97,40,1
4662,5,25,33,0
4663,62,99,18,1
4664,98,47,35,1
4665,3,79,88,1
4666,67,86,18,1
4667,24,72,12,0
4668,60,56,75,1
4669,54,27,32,0
4670,38,65,63,1
4671,86,97,91,1
4672,47,17,97,1
4673,38,51,50,1
4674,62,25,82,1
4675,54,47,42,1
4676,77,17,27,0
4677,74,12,46,1
4678,38,75,64,1
4679,18,49,80,1
4680,99,18,27,0
4681,82,78,33,1
4682,60,34,12,0
4683,99,46,98,1
4684,13,59,95,1
4685,70,17,32,0
4686,88,77,43,1
4687,6,3,7,0
4688,33,83,96,1
4689,16,45,70,1
4690,93,10,91,1
4691,13,62,6,0
4692,11,60,49,1
4693,45,89,52,1
4694,36,4,32,0
4695,9,67,60,1
4696,65,67,2,0
4697,96,86,40,1
4698,53,26,45,1
4699,43,79,76,1
4700,36,38,32,0
4701,18,26,37,0
4702,49,78,97,1
4703,27,34,10,0
4704,39,95,46,1
4705,52,62,67,1
4706,62,87,71,1
4707,9,94,63,1
4708,28,14,69,1
4709,5,77,78,1
4710,92,42,39,1
4711,70,44,3,0
4712,57,94,63,1
4713,45,45,42,1
4714,45,58,15,0
4715,96,33,9,0
4716,90,42,21,1
4717,51,56,84,1
4718,51,14,99,1
4719,46,96,67,1
4720,10,94,72,1
4721,90,74,96,1
4722,17,78,94,1
4723,69,66,27,1
4724,12,46,37,0
4725,29,15,32,0
4726,53,89,89,1
4727,57,62,89,1
4728,17,69,78,1
4729,64,45,22,0
4730,54,97,61,1
4731,70,85,61,1
4732,95,81,3,1
4733,49,49,34,1
4734,67,30,29,0
4735,94,84,67,1
4736,54,43,78,1
4737,41,75,23,1
4738,61,14,77,1
4739,65,39,99,1
4740,44,35,76,1
4741,57,13,28,0
4742,60,45,32,1
4743,45,38,2,0
4744,10,64,65,1
4745,41,49,74,1
4746,28,38,61,1
4747,95,46,12,1
4748,14,50,51,1
4749,92,20,11,0
4750,68,72,30,1
4751,67,73,80,1
4752,27,77,58,1
4753,89,56,88,1
4754,84,40,96,1
4755,3,78,55,1
4756,16,56,35,1
4757,41,59,65,1
4758,25,53,37,1
4759,30,48,18,0
4760,61,42,25,0
4761,53,42,39,1
4762,10,53,11,0
4763,73,78,19,1
4764,46,27,77,1
4765,74,28,30,0
4766,66,47,24,1
4767,25,48,54,1
4768,15,88,62,1
4769,98,81,74,1
4770,95,13,74,1
4771,17,97,58,1
4772,66,33,24,0
4773,21,46,20,0
4774,82,78,70,1
4775,24,44,16,0
4776,92,26,4,0
4777,69,35,91,1
4778,76,76,56,1
4779,70,17,79,1
4780,73,33,95,1
4781,70,1,82,1
4782,55,38,80,1
4783,77,86,76,1
4784,16,67,26,1
4785,46,89,95,1
4786,76,36,88,1
4787,80,26,34,1
4788,95,14,41,1
4789,63,27,59,1
4790,87,23,73,1
4791,8,95,91,1
4792,65,35,3,0
4793,32,98,3,1
4794,87,1,90,1
4795,89,12,61,1
4796,86,34,72,1
4797,95,73,22,1
4798,73,59,46,1
4799,78,8,40,0
4800,75,5,18,0
4801,39,54,78,1
4802,60,90,86,1
4803,67,41,40,1
4804,78,51,94,1
4805,26,99,60,1
4806,94,20,46,1
4807,39,8,5,0
4808,68,1,64,1
4809,19,38,1,0
4810,62,12,1,0
4811,6,29,85,1
4812,12,96,22,1
4813,53,50,8,0
4814,52,35,9,0
4815,26,87,17,1
4816,78,39,74,1
4817,35,76,31,1
4818,10,59,3,0
4819,69,21,70,1
4820,63,35,15,0
4821,89,32,27,1
4822,6,81,41,1
4823,60,87,42,1
4824,53,70,36,1
4825,33,41,33,0
4826,29,36,8,0
4827,15,93,56,1
4828,76,25,18,0
4829,68,30,68,1
4830,14,46,7,0
4831,66,29,41,1
4832,94,81,77,1
4833,45,71,34,1
4834,51,98,87,1
4835,8,3,41,0
4836,74,23,25,0
4837,32,67,18,0
4838,92,16,51,1
4839,24,9,32,0
4840,69,22,53,1
4841,6,37,30,0
4842,66,1,31,0
4843,36,87,88,1
4844,39,35,69,1
4845,55,25,25,0
4846,66,11,28,0
4847,7,6,95,1
4848,25,3,28,0
4849,55,2,95,1
4850,67,91,23,1
4851,76,34,74,1
4852,56,60,49,1
4853,82,55,84,1
4854,96,61,26,1
4855,5,50,55,1
4856,50,80,4,1
4857,98,60,41,1
4858,5,90,99,1
4859,76,39,78,1
4860,22,95,68,1
4861,67,22,49,1
4862,57,51,39,1
4863,22,67,75,1
4864,16,89,4,0
4865,84,69,2,1
4866,29,7,81,1
4867,49,3,93,1
4868,12,67,43,1
4869,80,97,84,1
4870,75,74,98,1
4871,90,8,55,1
4872,10,82,95,1
4873,15,46,79,1
4874,60,42,19,0
4875,80,70,45,1
4876,9,52,34,0
4877,59,37,17,0
4878,35,72,15,1
4879,38,39,7,0
4880,42,81,32,1
4881,21,3,38,0
4882,30,24,51,1
4883,63,23,95,1
4884,78,94,72,1
4885,1,68,77,1
4886,80,58,64,1
4887,57,62,23,1
4888,41,44,71,1
4889,58,85,32,1
4890,22,61,1,0
4891,72,38,52,1
4892,67,39,78,1
4893,55,82,18,1
4894,61,23,33,0
4895,89,39,69,1
4896,96,10,3,0
4897,80,68,65,1
4898,88,60,87,1
4899,8,42,49,1
4900,66,93,77,1
4901,29,69,22,1
4902,74,80,47,1
4903,45,94,28,1
4904,66,30,14,0
4905,59,88,46,1
4906,87,25,6,0
4907,18,41,3,0
4908,73,48,83,1
4909,48,39,83,1
4910,85,66,67,1
4911,43,19,32,0
4912,70,82,39,1
4913,3,99,24,1
4914,86,22,11,0
4915,42,30,42,1
4916,35,68,54,1
4917,2,57,27,0
4918,44,52,7,0
4919,50,29,31,0
4920,90,17,8,0
4921,10,99,41,1
4922,5,18,45,0
4923,94,76,59,1
4924,84,72,59,1
4925,45,97,88,1
4926,77,72,11,1
4927,76,28,74,1
4928,55,27,38,1
4929,72,61,51,1
4930,68,62,39,1
4931,47,67,92,1
4932,60,64,7,0
4933,41,93,92,1
4934,35,98,1,1
4935,40,16,92,1
4936,47,93,25,1
4937,28,80,73,1
4938,10,95,23,1
4939,93,93,85,1
4940,64,94,12,1
4941,12,22,26,0
4942,82,66,81,1
4943,5,47,62,1
4944,46,7,97,1
4945,37,48,48,1
4946,38,77,88,1
4947,46,39,95,1
4948,78,56,44,1
4949,18,8,25,0
4950,13,59,18,0
4951,11,29,96,1
4952,19,7,68,1
4953,65,47,58,1
4954,84,58,31,1
4955,1,58,96,1
4956,34,55,48,1
4957,99,45,69,1
4958,25,53,83,1
4959,61,96,15,1
4960,76,5,87,1
4961,4,25,47,0
4962,73,44,78,1
4963,70,29,7,0
4964,94,3,26,0
4965,96,21,67,1
4966,33,23,50,1
4967,44,13,11,0
4968,31,58,26,1
4969,66,16,92,1
4970,95,37,30,1
4971,73,47,96,1
4972,20,34,32,0
4973,72,49,65,1
4974,84,94,11,1
4975,2,37,10,0
4976,1,14,85,1
4977,48,97,49,1
4978,22,26,34,0
4979,17,81,54,1
4980,51,57,14,0
4981,48,22,99,1
4982,53,66,46,1
4983,74,7,77,1
4984,57,87,90,1
4985,28,4,81,1
4986,88,44,6,0
4987,97,91,80,1
4988,90,71,77,1
4989,81,11,44,1
4990,42,77,16,1
4991,53,54,24,1
4992,64,27,77,1
4993,28,30,11,0
4994,77,18,16,0
4995,52,47,83,1
4996,88,21,67,1
4997,53,42,52,1
4998,1,39,53,1
4999,62,28,56,1
5000,47,97,68,1
5001,8,73,85,1
5002,84,25,40,1
5003,88,99,61,1
5004,20,65,35,1
5005,41,69,81,1
5006,93,82,93,1
5007,10,3,73,1
5008,29,70,38,1
5009,70,92,5,1
5010,86,94,46,1
5011,31,89,78,1
5012,32,89,5,1
5013,71,58,56,1
5014,67,14,61,1
5015,16,9,43,0
5016,95,27,68,1
5017,35,55,72,1
5018,26,55,39,1
5019,30,68,93,1
5020,66,40,85,1
5021,32,56,54,1
5022,20,61,64,1
5023,33,44,21,0
5024,35,16,18,0
5025,52,29,96,1
5026,86,21,32,1
5027,29,51,18,0
5028,49,70,95,1
5029,43,92,28,1
5030,3,3,10,0
5031,10,55,21,0
5032,27,92,61,1
5033,45,28,96,1
5034,21,48,16,0
5035,54,78,58,1
5036,95,11,49,1
5037,67,51,12,0
5038,37,27,66,1
5039,93,70,46,1
5040,87,80,15,1
5041,90,16,36,1
5042,54,88,2,1
5043,60,60,63,1
5044,97,17,24,0
5045,4,78,94,1
5046,53,69,31,1
5047,78,14,2,0
5048,4,82,79,1
5049,77,4,80,1
5050,73,5,20,0
5051,83,58,89,1
5052,98,79,68,1
5053,98,36,97,1
5054,26,83,58,1
5055,25,9,96,1
5056,59,34,13,0
5057,3,5,30,0
5058,10,56,76,1
5059,87,29,45,1
5060,90,46,22,1
5061,18,59,48,1
5062,82,61,81,1
5063,86,8,86,1
5064,4,14,51,0
5065,42,61,76,1
5066,64,41,87,1
5067,39,19,89,1
5068,96,72,9,1
5069,80,19,6,0
5070,47,90,77,1
5071,41,85,15,1
5072,96,40,9,0
5073,51,58,53,1
5074,94,30,28,1
5075,61,28,65,1
5076,20,2,87,1
5077,72,55,33,1
5078,90,36,45,1
5079,49,2,12,0
5080,57,51,96,1
5081,93,35,13,0
5082,86,30,47,1
5083,51,7,51,0
5084,61,3,85,1
5085,11,12,87,1
5086,81,62,31,1
5087,79,99,43,1
5088,68,51,67,1
5089,37,16,13,0
5090,2,71,6,0
5091,99,51,84,1
5092,7,50,82,1
5093,64,55,22,1
5094,70,55,99,1
5095,29,61,85,1
5096,22,77,60,1
5097,9,70,69,1
5098,31,85,30,1
5099,42,86,93,1
5100,19,72,85,1
5101,73,37,52,1
5102,30,20,23,0
5103,12,32,71,1
5104,66,16,60,1
5105,33,23,51,1
5106,13,60,70,1
5107,9,16,86,1
5108,83,33,32,1
5109,30,23,40,0
5110,70,9,25,0
5111,24,63,71,1
5112,98,52,2,0
5113,46,54,56,1
5114,49,3,25,0
5115,51,23,82,1
5116,23,91,2,0
5117,52,38,91,1
5118,1,75,75,1
5119,67,68,3,0
5120,21,72,78,1
5121,53,87,82,1
5122,30,62,48,1
5123,84,91,24,1
5124,68,51,59,1
5125,39,46,51,1
5126,84,68,72,1
5127,81,79,13,1
5128,43,7,55,1
5129,15,88,25,1
5130,99,80,66,1
5131,84,94,52,1
5132,58,36,65,1
5133,20,89,40,1
5134,83,6,15,0
5135,89,34,79,1
5136,39,38,21,0
5137,71,1,57,1
5138,81,76,91,1
5139,21,34,7,0
5140,66,32,83,1
5141,2,38,47,0
5142,33,50,1,0
5143,16,53,99,1
5144,88,64,17,1
5145,86,57,30,1
5146,84,69,1,1
5147,22,65,65,1
5148,84,87,28,1
5149,21,42,50,1
5150,30,35,55,1
5151,11,39,20,0
5152,68,7,87,1
5153,64,23,96,1
5154,5,88,28,1
5155,15,72,13,0
5156,66,70,86,1
5157,21,99,79,1
5158,86,52,87,1
5159,4,85,43,1
5160,30,87,63,1
5161,47,71,40,1
5162,66,80,50,1
5163,98,71,68,1
5164,89,6,66,1
5165,89,54,70,1
5166,88,9,11,0
5167,23,17,17,0
5168,59,54,58,1
5169,89,22,75,1
5170,64,97,20,1
5171,1,61,85,1
5172,60,50,98,1
